lowest_taxon,transient,genus,site_code,collection_date,max_forklength,my_rep,carbon,nitrogen,sulfur,c_percent,n_percent,s_percent,order,family,species,guild,transient_type,is_diadromous,id
L.auritus,Resident,Lepomis,PD,2020-09-15,137,5,-24.68,10.51,NA,45.96,14.62,NA,Centrarchiformes,Centrarchidae,auritus,Fish,Freshwater,Freshwater,NA
L.auritus,Resident,Lepomis,PD,2020-09-15,117,6,-28.1,9.43,NA,45.67,14.08,NA,Centrarchiformes,Centrarchidae,auritus,Fish,Freshwater,Freshwater,NA
L.auritus,Resident,Lepomis,PD,2020-09-15,125,7,-26.71,10.14,NA,45.94,14.15,NA,Centrarchiformes,Centrarchidae,auritus,Fish,Freshwater,Freshwater,NA
L.auritus,Resident,Lepomis,PD,2020-09-15,136,8,-27.82,9.66,NA,45.1,14.01,NA,Centrarchiformes,Centrarchidae,auritus,Fish,Freshwater,Freshwater,NA
L.auritus,Resident,Lepomis,PD,2020-09-15,89,9,-26.75,8.6,NA,45.49,14.09,NA,Centrarchiformes,Centrarchidae,auritus,Fish,Freshwater,Freshwater,NA
L.auritus,Resident,Lepomis,PD,2020-09-15,70,0,-25.66,9.18,NA,45.32,14.29,NA,Centrarchiformes,Centrarchidae,auritus,Fish,Freshwater,Freshwater,NA
M.salmoides,Resident,Micropterus,PD,2020-09-15,125,1,-25.96,11.86,NA,45.78,14.23,NA,Centrarchiformes,Centrarchidae,salmoides,Fish,Freshwater,Freshwater,NA
M.salmoides,Resident,Micropterus,PD,2020-09-15,111,2,-26.53,11.61,NA,44.69,13.93,NA,Centrarchiformes,Centrarchidae,salmoides,Fish,Freshwater,Freshwater,NA
M.salmoides,Resident,Micropterus,PD,2020-09-15,85,3,-24.36,11.65,NA,44.92,13.79,NA,Centrarchiformes,Centrarchidae,salmoides,Fish,Freshwater,Freshwater,NA
M.salmoides,Resident,Micropterus,PD,2020-09-15,73,4,-25.49,11.75,NA,45.35,14.12,NA,Centrarchiformes,Centrarchidae,salmoides,Fish,Freshwater,Freshwater,NA
M.salmoides,Resident,Micropterus,PD,2020-09-15,66,5,-25.18,11.7,NA,45.34,13.77,NA,Centrarchiformes,Centrarchidae,salmoides,Fish,Freshwater,Freshwater,NA
L.gulosus,Resident,Lepomis,PD,2020-09-15,165,1,-25.77,10.77,NA,46.74,14.57,NA,Centrarchiformes,Centrarchidae,gulosus,Fish,Freshwater,Freshwater,NA
L.gulosus,Resident,Lepomis,PD,2020-09-15,86,2,-28.39,10.54,NA,45.94,14.25,NA,Centrarchiformes,Centrarchidae,gulosus,Fish,Freshwater,Freshwater,NA
L.cyanellus,Resident,Lepomis,PD,2020-09-15,165,1,-21.9,11.21,NA,45.54,14.31,NA,Centrarchiformes,Centrarchidae,cyanellus,Fish,Freshwater,Freshwater,NA
L.cyanellus,Resident,Lepomis,PD,2020-09-15,125,2,-22.6,10.78,NA,45.73,14.13,NA,Centrarchiformes,Centrarchidae,cyanellus,Fish,Freshwater,Freshwater,NA
L.cyanellus,Resident,Lepomis,PD,2020-09-15,113,3,-22.9,10.69,NA,46.3,14.54,NA,Centrarchiformes,Centrarchidae,cyanellus,Fish,Freshwater,Freshwater,NA
L.cyanellus,Resident,Lepomis,PD,2020-09-15,77,4,-27.5,10.1,NA,44.59,13.83,NA,Centrarchiformes,Centrarchidae,cyanellus,Fish,Freshwater,Freshwater,NA
L.cyanellus,Resident,Lepomis,PD,2020-09-15,68,5,-26.45,9.62,NA,45.75,14.12,NA,Centrarchiformes,Centrarchidae,cyanellus,Fish,Freshwater,Freshwater,NA
L.cyanellus,Resident,Lepomis,PD,2020-09-15,66,6,-26.21,9.41,NA,46.18,13.91,NA,Centrarchiformes,Centrarchidae,cyanellus,Fish,Freshwater,Freshwater,NA
L.cyanellus,Resident,Lepomis,PD,2020-09-15,39,7,-25.52,9.18,NA,45.77,13.92,NA,Centrarchiformes,Centrarchidae,cyanellus,Fish,Freshwater,Freshwater,NA
L.cyanellus,Resident,Lepomis,PD,2020-09-15,38,8,-25,9.89,NA,44.32,13.55,NA,Centrarchiformes,Centrarchidae,cyanellus,Fish,Freshwater,Freshwater,NA
L.macrochirus,Resident,Lepomis,PD,2020-09-15,139,1,-23.19,10.71,NA,46.12,14.43,NA,Centrarchiformes,Centrarchidae,macrochirus,Fish,Freshwater,Freshwater,NA
L.macrochirus,Resident,Lepomis,PD,2020-09-15,101,2,-26.41,10.18,NA,45.83,14.4,NA,Centrarchiformes,Centrarchidae,macrochirus,Fish,Freshwater,Freshwater,NA
L.macrochirus,Resident,Lepomis,PD,2020-09-15,92,3,-28.03,9.14,NA,45.35,14.23,NA,Centrarchiformes,Centrarchidae,macrochirus,Fish,Freshwater,Freshwater,NA
L.macrochirus,Resident,Lepomis,PD,2020-09-15,92,4,-26.59,8.9,NA,46.32,14.22,NA,Centrarchiformes,Centrarchidae,macrochirus,Fish,Freshwater,Freshwater,NA
L.macrochirus,Resident,Lepomis,PD,2020-09-15,86,5,-27.11,9.63,NA,45.39,13.9,NA,Centrarchiformes,Centrarchidae,macrochirus,Fish,Freshwater,Freshwater,NA
L.macrochirus,Resident,Lepomis,PD,2020-09-15,38,6,-25.67,9.87,NA,46.24,13.92,NA,Centrarchiformes,Centrarchidae,macrochirus,Fish,Freshwater,Freshwater,NA
L.macrochirus,Resident,Lepomis,PD,2020-09-15,36,7,-25.61,9.58,NA,43.74,13.3,NA,Centrarchiformes,Centrarchidae,macrochirus,Fish,Freshwater,Freshwater,NA
L.macrochirus,Resident,Lepomis,PD,2020-09-15,31,8,-25.22,9.67,NA,39.17,12.16,NA,Centrarchiformes,Centrarchidae,macrochirus,Fish,Freshwater,Freshwater,NA
L.macrochirus,Resident,Lepomis,PD,2020-09-15,28,9,-25.73,10.13,NA,43.43,12.89,NA,Centrarchiformes,Centrarchidae,macrochirus,Fish,Freshwater,Freshwater,NA
L.microlophus,Resident,Lepomis,PD,2020-09-15,146,1,-26.63,10.12,NA,45.63,14.26,NA,Centrarchiformes,Centrarchidae,microlophus,Fish,Freshwater,Freshwater,NA
L.macrochirus,Resident,Lepomis,PD,2020-09-15,135,1,-21.92,10.88,NA,45.74,14.21,NA,Centrarchiformes,Centrarchidae,macrochirus,Fish,Freshwater,Freshwater,NA
L.macrochirus,Resident,Lepomis,PD,2020-09-15,95,2,-27.14,8.91,NA,45.22,13.94,NA,Centrarchiformes,Centrarchidae,macrochirus,Fish,Freshwater,Freshwater,NA
L.macrochirus,Resident,Lepomis,PD,2020-09-15,92,3,-25.95,9.06,NA,44.88,13.85,NA,Centrarchiformes,Centrarchidae,macrochirus,Fish,Freshwater,Freshwater,NA
L.macrochirus,Resident,Lepomis,PD,2020-09-15,60,4,-27.24,9.07,NA,45.53,14.03,NA,Centrarchiformes,Centrarchidae,macrochirus,Fish,Freshwater,Freshwater,NA
L.macrochirus,Resident,Lepomis,PD,2020-09-15,83,5,-26.16,9.18,NA,46.17,14.22,NA,Centrarchiformes,Centrarchidae,macrochirus,Fish,Freshwater,Freshwater,NA
L.macrochirus,Resident,Lepomis,PD,2020-09-15,80,6,-27.32,8.76,NA,45.53,14.11,NA,Centrarchiformes,Centrarchidae,macrochirus,Fish,Freshwater,Freshwater,NA
L.macrochirus,Resident,Lepomis,PD,2020-09-15,92,7,-27.91,8.77,NA,44.91,14.06,NA,Centrarchiformes,Centrarchidae,macrochirus,Fish,Freshwater,Freshwater,NA
L.macrochirus,Resident,Lepomis,PD,2020-09-15,80,8,-27.42,9.09,NA,45.08,13.85,NA,Centrarchiformes,Centrarchidae,macrochirus,Fish,Freshwater,Freshwater,NA
L.macrochirus,Resident,Lepomis,PD,2020-09-15,71,9,-26.82,9.46,NA,43.76,13.36,NA,Centrarchiformes,Centrarchidae,macrochirus,Fish,Freshwater,Freshwater,NA
L.macrochirus,Resident,Lepomis,PD,2020-09-15,63,0,-28.07,9.18,NA,45.6,14.09,NA,Centrarchiformes,Centrarchidae,macrochirus,Fish,Freshwater,Freshwater,NA
F.notatus,Resident,Fundulus,PD,2020-09-15,72,1,-22.47,9.72,NA,45.58,14.06,NA,Cyprinodontiformes,Fundulidae,notatus,Fish,Freshwater,Freshwater,NA
F.notatus,Resident,Fundulus,PD,2020-09-15,53,2,-21.69,10.09,NA,44.79,13.8,NA,Cyprinodontiformes,Fundulidae,notatus,Fish,Freshwater,Freshwater,NA
F.notatus,Resident,Fundulus,PD,2020-09-15,49,3,-22.66,10.03,NA,43.85,13.17,NA,Cyprinodontiformes,Fundulidae,notatus,Fish,Freshwater,Freshwater,NA
F.chrysotus,Resident,Fundulus,PD,2020-09-15,35,1,-23.19,9.65,NA,41.36,12.27,NA,Cyprinodontiformes,Fundulidae,chrysotus,Fish,Freshwater,Freshwater,NA
G.affinis,Resident,Gambusia,PD,2020-09-15,39,1,-22.87,10.75,NA,41.11,12.39,NA,Cyprinodontiformes,Poeciliidae,affinis,Fish,Freshwater,Freshwater,NA
G.affinis,Resident,Gambusia,PD,2020-09-15,36,2,-23.26,10.1,NA,39.03,11.86,NA,Cyprinodontiformes,Poeciliidae,affinis,Fish,Freshwater,Freshwater,NA
G.affinis,Resident,Gambusia,PD,2020-09-15,34,3,-23.59,10.65,NA,46.02,13.55,NA,Cyprinodontiformes,Poeciliidae,affinis,Fish,Freshwater,Freshwater,NA
G.affinis,Resident,Gambusia,PD,2020-09-15,36,4,-24.36,10.48,NA,41.96,12.56,NA,Cyprinodontiformes,Poeciliidae,affinis,Fish,Freshwater,Freshwater,NA
G.affinis,Resident,Gambusia,PD,2020-09-15,40,5,-22.03,10.54,NA,44.6,13.65,NA,Cyprinodontiformes,Poeciliidae,affinis,Fish,Freshwater,Freshwater,NA
P.latipinna,Transient,Poecilia,PD,2020-09-15,36,1,-22.77,8.04,NA,45.37,13.54,NA,Cyprinodontiformes,Poeciliidae,latipinna,Fish,Euryhaline,Euryhaline,NA
P.latipinna,Transient,Poecilia,PD,2020-09-15,36,2,-22.63,8.38,NA,44.85,13.54,NA,Cyprinodontiformes,Poeciliidae,latipinna,Fish,Euryhaline,Euryhaline,NA
P.clarkii,Resident,Procambarus,AR,2020-01-15,NA,1,-26.02667376,14.26337837,5.33,45.57,13.09,1.12,Decapoda,Cambaridae,clarkii,Invertebrate,Freshwater,Freshwater,NA
P.clarkii,Resident,Procambarus,EM,2020-01-15,NA,1,-25.87792678,12.99359629,8.3,46.08,13.96,0.97,Decapoda,Cambaridae,clarkii,Invertebrate,Freshwater,Freshwater,NA
P.clarkii,Resident,Procambarus,EM,2020-01-15,NA,2,-27.3327945,13.24956823,8.4,43.68,13.13,0.95,Decapoda,Cambaridae,clarkii,Invertebrate,Freshwater,Freshwater,NA
P.clarkii,Resident,Procambarus,EM,2020-01-15,NA,3,-25.99203405,13.20421887,8.34,48.9,14.75,0.97,Decapoda,Cambaridae,clarkii,Invertebrate,Freshwater,Freshwater,NA
P.pugio,Transient,Palaemonetes,EM,2020-01-15,NA,1,-29.35599981,15.89843967,8.1,45.71,13.63,0.95,Decapoda,Palaemonidae,pugio,Invertebrate,Amphidromous,Diadromous,NA
P.pugio,Transient,Palaemonetes,EM,2020-01-15,NA,1,-29.3793972,16.26457815,8.1,46.06,13.86,0.95,Decapoda,Palaemonidae,pugio,Invertebrate,Amphidromous,Diadromous,NA
P.clarkii,Resident,Procambarus,GC,2020-01-15,NA,1,-32.08149088,9.332391287,2.66,38.61,7.95,0.65,Decapoda,Cambaridae,clarkii,Invertebrate,Freshwater,Freshwater,NA
P.clarkii,Resident,Procambarus,GC,2020-01-15,NA,2,-31.52725556,6.216386371,1.14,41.13,9.75,0.7,Decapoda,Cambaridae,clarkii,Invertebrate,Freshwater,Freshwater,NA
P.pugio,Transient,Palaemonetes,GC,2020-01-15,NA,1,-30.91902304,10.83496675,2.52,40.26,12.06,0.94,Decapoda,Palaemonidae,pugio,Invertebrate,Amphidromous,Diadromous,NA
P.pugio,Transient,Palaemonetes,GC,2020-01-15,NA,2,-30.91189134,8.304472459,2.76,42.8,12.65,0.87,Decapoda,Palaemonidae,pugio,Invertebrate,Amphidromous,Diadromous,NA
P.pugio,Transient,Palaemonetes,GC,2020-01-15,NA,3,-31.0117352,10.50240478,0.69,43.69,12.35,0.97,Decapoda,Palaemonidae,pugio,Invertebrate,Amphidromous,Diadromous,NA
P.pugio,Transient,Palaemonetes,LN,2020-01-15,NA,1,-22.28558535,11.73993842,10.52,42.51,12,0.96,Decapoda,Palaemonidae,pugio,Invertebrate,Amphidromous,Diadromous,NA
P.pugio,Transient,Palaemonetes,MR,2020-01-15,NA,1,-35.56074385,9.141923975,9.63,23.3,3.25,0.51,Decapoda,Palaemonidae,pugio,Invertebrate,Amphidromous,Diadromous,NA
P.clarkii,Resident,Procambarus,PD,2020-01-15,NA,2,-26.04603125,5.412191053,9.14,37.37,10.51,0.7,Decapoda,Cambaridae,clarkii,Invertebrate,Freshwater,Freshwater,NA
P.clarkii,Resident,Procambarus,PD,2020-01-15,NA,3,-26.96172351,5.736183403,7.77,35.72,9.26,1.03,Decapoda,Cambaridae,clarkii,Invertebrate,Freshwater,Freshwater,NA
P.clarkii,Resident,Procambarus,PD,2020-01-15,NA,1,-26.11836711,5.664131942,8.24,38.46,11.04,0.6,Decapoda,Cambaridae,clarkii,Invertebrate,Freshwater,Freshwater,NA
P.pugio,Transient,Palaemonetes,PD,2020-01-15,NA,1,-29.60125141,7.19979923,9.9,46.34,14.36,1.06,Decapoda,Palaemonidae,pugio,Invertebrate,Amphidromous,Diadromous,NA
P.pugio,Transient,Palaemonetes,PD,2020-01-15,NA,1,-29.73551641,7.098999242,9.9,46.39,14.27,1.06,Decapoda,Palaemonidae,pugio,Invertebrate,Amphidromous,Diadromous,NA
P.clarkii,Resident,Procambarus,PL,2020-01-15,40,1,-26.65120731,11.68148814,9.52,33.37,8.46,0.53,Decapoda,Cambaridae,clarkii,Invertebrate,Freshwater,Freshwater,NA
P.clarkii,Resident,Procambarus,PL,2020-01-15,40,2,-25.5926586,11.76916357,9.55,34.11,7.61,0.56,Decapoda,Cambaridae,clarkii,Invertebrate,Freshwater,Freshwater,NA
P.clarkii,Resident,Procambarus,PL,2020-01-15,40,3,-26.61452997,12.94119258,9.26,34.49,8.17,0.55,Decapoda,Cambaridae,clarkii,Invertebrate,Freshwater,Freshwater,NA
M.ohione,Transient,Macrobrachium,PL,2020-01-15,40,4,-23.06193188,15.03897231,10.4,40.67,11.73,0.82,Decapoda,Palaemonidae,ohione,Invertebrate,Amphidromous,Diadromous,NA
M.ohione,Transient,Macrobrachium,PL,2020-01-15,40,5,-23.34067076,15.0773817,10.48,38.79,11.15,0.94,Decapoda,Palaemonidae,ohione,Invertebrate,Amphidromous,Diadromous,NA
P.clarkii,Resident,Procambarus,SF,2020-01-15,40,1,-25.24320508,12.1803311,0.25,35.05,8.85,0.92,Decapoda,Cambaridae,clarkii,Invertebrate,Freshwater,Freshwater,NA
P.clarkii,Resident,Procambarus,SF,2020-01-15,40,2,-24.94876757,12.19343202,0.86,36.01,9.02,0.7,Decapoda,Cambaridae,clarkii,Invertebrate,Freshwater,Freshwater,NA
P.clarkii,Resident,Procambarus,SF,2020-01-15,40,3,-24.61969035,12.94220035,0.38,35.54,8.64,0.62,Decapoda,Cambaridae,clarkii,Invertebrate,Freshwater,Freshwater,NA
P.clarkii,Resident,Procambarus,SF,2020-01-15,40,4,-24.73175999,12.60157626,0.83,41.24,11.94,0.61,Decapoda,Cambaridae,clarkii,Invertebrate,Freshwater,Freshwater,NA
P.clarkii,Resident,Procambarus,SF,2020-01-15,40,5,-24.4801127,13.33422037,0.73,39.92,11.24,0.57,Decapoda,Cambaridae,clarkii,Invertebrate,Freshwater,Freshwater,NA
P.clarkii,Resident,Procambarus,UN,2020-01-15,NA,1,-28.4382087,10.73721368,5.58,40.27,9.99,0.65,Decapoda,Cambaridae,clarkii,Invertebrate,Freshwater,Freshwater,NA
P.clarkii,Resident,Procambarus,UN,2020-01-15,NA,2,-28.37911743,10.95085956,5.36,46.14,13.56,0.89,Decapoda,Cambaridae,clarkii,Invertebrate,Freshwater,Freshwater,NA
P.clarkii,Resident,Procambarus,UN,2020-01-15,NA,3,-28.23342689,11.36505038,7.81,40.62,9.81,0.71,Decapoda,Cambaridae,clarkii,Invertebrate,Freshwater,Freshwater,NA
P.clarkii,Resident,Procambarus,UN,2020-01-15,NA,4,-26.1184986,10.0060709,5.8,30.9,7.46,0.9,Decapoda,Cambaridae,clarkii,Invertebrate,Freshwater,Freshwater,NA
P.pugio,Transient,Palaemonetes,UN,2020-01-15,NA,1,-27.53451985,14.09508185,6.56,42.14,12.15,0.98,Decapoda,Palaemonidae,pugio,Invertebrate,Amphidromous,Diadromous,NA
P.pugio,Transient,Palaemonetes,UN,2020-01-15,NA,2,-27.58036653,13.95802601,6.63,40.65,11.76,0.95,Decapoda,Palaemonidae,pugio,Invertebrate,Amphidromous,Diadromous,NA
P.pugio,Transient,Palaemonetes,UN,2020-01-15,NA,3,-27.82997618,13.31305733,6.5,40.56,11.28,0.95,Decapoda,Palaemonidae,pugio,Invertebrate,Amphidromous,Diadromous,NA
P.clarkii,Resident,Procambarus,WM,2020-01-15,NA,1,-29.53707526,10.29036818,6.34,43.56,12.55,0.89,Decapoda,Cambaridae,clarkii,Invertebrate,Freshwater,Freshwater,NA
P.clarkii,Resident,Procambarus,WM,2020-01-15,NA,2,-29.70797793,9.932298867,6.35,38.55,9.11,0.75,Decapoda,Cambaridae,clarkii,Invertebrate,Freshwater,Freshwater,NA
P.clarkii,Resident,Procambarus,WM,2020-01-15,NA,3,-29.52690248,9.797140309,6.46,40.48,9.82,0.82,Decapoda,Cambaridae,clarkii,Invertebrate,Freshwater,Freshwater,NA
P.pugio,Transient,Palaemonetes,WM,2020-01-15,NA,1,-28.08977399,13.82399346,6.1,43.89,13.22,0.99,Decapoda,Palaemonidae,pugio,Invertebrate,Amphidromous,Diadromous,NA
P.pugio,Transient,Palaemonetes,WM,2020-01-15,NA,2,-27.18914159,13.82399346,6.16,45.56,13.82,0.96,Decapoda,Palaemonidae,pugio,Invertebrate,Amphidromous,Diadromous,NA
P.pugio,Transient,Palaemonetes,WM,2020-01-15,NA,3,-27.57323482,14.04469368,6.25,45.2,13.62,0.98,Decapoda,Palaemonidae,pugio,Invertebrate,Amphidromous,Diadromous,NA
P.pugio,Transient,Palaemonetes,EM,2020-01-15,NA,2,-29.59099098,16.14152335,NA,47.34,14.11,NA,Decapoda,Palaemonidae,pugio,Invertebrate,Amphidromous,Diadromous,NA
P.clarkii,Resident,Procambarus,MR,2020-01-15,NA,1,-32.32847358,8.516452,NA,42.98,12.25,NA,Decapoda,Cambaridae,clarkii,Invertebrate,Freshwater,Freshwater,NA
P.clarkii,Resident,Procambarus,MR,2020-01-15,NA,2,-32.35288866,8.6983912,NA,43.22,12.51,NA,Decapoda,Cambaridae,clarkii,Invertebrate,Freshwater,Freshwater,NA
P.clarkii,Resident,Procambarus,MR,2020-01-15,NA,3,-32.25828021,8.51341968,NA,42.6,12.08,NA,Decapoda,Cambaridae,clarkii,Invertebrate,Freshwater,Freshwater,NA
P.clarkii,Resident,Procambarus,PD,2020-01-15,NA,4,-26.98003237,5.741223402,NA,35.21,9.21,NA,Decapoda,Cambaridae,clarkii,Invertebrate,Freshwater,Freshwater,NA
P.clarkii,Resident,Procambarus,PD,2020-01-15,NA,5,-26.86712771,5.531559427,NA,33.04,8.16,NA,Decapoda,Cambaridae,clarkii,Invertebrate,Freshwater,Freshwater,NA
P.pugio,Transient,Palaemonetes,PD,2020-01-15,NA,2,-29.94199971,7.273383221,NA,46.37,14.04,NA,Decapoda,Palaemonidae,pugio,Invertebrate,Amphidromous,Diadromous,NA
M.ohione,Transient,Macrobrachium,PL,2020-01-15,40,1,-23.38543175,14.84187151,NA,35.18,9.89,NA,Decapoda,Palaemonidae,ohione,Invertebrate,Amphidromous,Diadromous,NA
M.ohione,Transient,Macrobrachium,PL,2020-01-15,40,2,-23.52270854,14.78499833,NA,45.02,13.77,NA,Decapoda,Palaemonidae,ohione,Invertebrate,Amphidromous,Diadromous,NA
M.ohione,Transient,Macrobrachium,PL,2020-01-15,40,3,-23.21452616,14.89847482,NA,38.46,10.87,NA,Decapoda,Palaemonidae,ohione,Invertebrate,Amphidromous,Diadromous,NA
M.ohione,Transient,Macrobrachium,PL,2020-01-15,40,6,-23.15654033,15.18654522,NA,38.14,10.99,NA,Decapoda,Palaemonidae,ohione,Invertebrate,Amphidromous,Diadromous,NA
M.ohione,Transient,Macrobrachium,PL,2020-01-15,40,7,-23.82989059,14.76786234,NA,43.64,13.36,NA,Decapoda,Palaemonidae,ohione,Invertebrate,Amphidromous,Diadromous,NA
M.ohione,Transient,Macrobrachium,PL,2020-01-15,40,8,-23.89600593,14.76987834,NA,45.96,14.34,NA,Decapoda,Palaemonidae,ohione,Invertebrate,Amphidromous,Diadromous,NA
M.ohione,Transient,Macrobrachium,PL,2020-01-15,40,9,-23.94686389,14.75274234,NA,45.18,14.04,NA,Decapoda,Palaemonidae,ohione,Invertebrate,Amphidromous,Diadromous,NA
M.ohione,Transient,Macrobrachium,PL,2020-01-15,40,10,-23.56136058,14.64791035,NA,42.23,12.83,NA,Decapoda,Palaemonidae,ohione,Invertebrate,Amphidromous,Diadromous,NA
P.clarkii,Resident,Procambarus,SF,2020-01-15,40,6,-27.18710396,13.32817379,NA,48.1,14.57,NA,Decapoda,Cambaridae,clarkii,Invertebrate,Freshwater,Freshwater,NA
P.clarkii,Resident,Procambarus,TR,2020-01-15,NA,1,-19.28517539,15.9795997,NA,42.94,12.86,NA,Decapoda,Cambaridae,clarkii,Invertebrate,Freshwater,Freshwater,NA
P.clarkii,Resident,Procambarus,TR,2020-01-15,NA,2,-19.78948877,13.35840669,NA,47.09,14.25,NA,Decapoda,Cambaridae,clarkii,Invertebrate,Freshwater,Freshwater,NA
P.clarkii,Resident,Procambarus,WM,2020-01-15,NA,4,-28.72427027,10.49108872,NA,44.52,11.37,NA,Decapoda,Cambaridae,clarkii,Invertebrate,Freshwater,Freshwater,NA
P.clarkii,Resident,Procambarus,AR,2020-05-15,49,2,-24.165927298244014,13.85852959352476,NA,45.7,13.67,NA,Decapoda,Cambaridae,clarkii,Invertebrate,Freshwater,Freshwater,NA
P.clarkii,Resident,Procambarus,WM,2020-05-15,50,4,-26.884591661009804,11.172064775405977,NA,43.2,12.95,NA,Decapoda,Cambaridae,clarkii,Invertebrate,Freshwater,Freshwater,NA
P.clarkii,Resident,Procambarus,WM,2020-05-15,57,3,-25.537118424991736,10.330324832231865,NA,43.79,12.95,NA,Decapoda,Cambaridae,clarkii,Invertebrate,Freshwater,Freshwater,NA
P.clarkii,Resident,Procambarus,EM,2020-05-15,60,2,-22.960407123438273,12.797006392324828,NA,43.09,13.61,NA,Decapoda,Cambaridae,clarkii,Invertebrate,Freshwater,Freshwater,NA
P.clarkii,Resident,Procambarus,EM,2020-05-15,63,1,-24.382286975363545,11.899756021243547,NA,42.56,13.33,NA,Decapoda,Cambaridae,clarkii,Invertebrate,Freshwater,Freshwater,NA
P.clarkii,Resident,Procambarus,AR,2020-05-15,91,1,-24.873892215641824,14.7561060238025,NA,44.69,13.9,NA,Decapoda,Cambaridae,clarkii,Invertebrate,Freshwater,Freshwater,NA
P.clarkii,Resident,Procambarus,PD,2020-05-15,NA,1,-18.409430347719308,2.780000222191235,NA,26.37,5.44,NA,Decapoda,Cambaridae,clarkii,Invertebrate,Freshwater,Freshwater,NA
P.pugio,Transient,Palaemonetes,MR,2020-05-15,NA,1,-28.80790338779467,8.92420633620234,NA,43.75,13.15,NA,Decapoda,Palaemonidae,pugio,Invertebrate,Amphidromous,Diadromous,NA
P.pugio,Transient,Palaemonetes,MR,2020-05-15,NA,2,-30.780919093672477,8.661149784373862,NA,41.8,12.22,NA,Decapoda,Palaemonidae,pugio,Invertebrate,Amphidromous,Diadromous,NA
P.pugio,Transient,Palaemonetes,PL,2020-05-15,NA,1,-23.333091172882195,15.502643643851432,NA,39.85,11.85,NA,Decapoda,Palaemonidae,pugio,Invertebrate,Amphidromous,Diadromous,NA
P.pugio,Transient,Palaemonetes,PL,2020-05-15,NA,2,-23.05021055666679,16.230096185254034,NA,41.23,12.52,NA,Decapoda,Palaemonidae,pugio,Invertebrate,Amphidromous,Diadromous,NA
P.pugio,Transient,Palaemonetes,PL,2020-05-15,NA,3,-23.155397211793822,14.849049288154522,NA,40.51,11.78,NA,Decapoda,Palaemonidae,pugio,Invertebrate,Amphidromous,Diadromous,NA
P.pugio,Transient,Palaemonetes,WM,2020-05-15,NA,1,-25.956104188267172,12.785812691302676,NA,43.22,13.13,NA,Decapoda,Palaemonidae,pugio,Invertebrate,Amphidromous,Diadromous,NA
P.pugio,Transient,Palaemonetes,WM,2020-05-15,NA,2,-26.403804021778832,13.545015719082787,NA,44.79,14.14,NA,Decapoda,Palaemonidae,pugio,Invertebrate,Amphidromous,Diadromous,NA
P.pugio,Transient,Palaemonetes,WM,2020-05-15,NA,3,-25.483984363836697,13.690588603237696,NA,45.87,14.61,NA,Decapoda,Palaemonidae,pugio,Invertebrate,Amphidromous,Diadromous,NA
P.pugio,Transient,Palaemonetes,EM,2020-05-15,NA,1,-21.804882553472495,13.99232555968259,NA,38.7,11.79,NA,Decapoda,Palaemonidae,pugio,Invertebrate,Amphidromous,Diadromous,NA
P.pugio,Transient,Palaemonetes,EM,2020-05-15,NA,2,-21.926556288136965,13.860147340695782,NA,39.04,11.96,NA,Decapoda,Palaemonidae,pugio,Invertebrate,Amphidromous,Diadromous,NA
P.pugio,Transient,Palaemonetes,EM,2020-05-15,NA,3,-21.307034189137028,14.003424494101328,NA,38.51,11.76,NA,Decapoda,Palaemonidae,pugio,Invertebrate,Amphidromous,Diadromous,NA
P.pugio,Transient,Palaemonetes,PD,2020-05-15,NA,1,-26.485770859767054,8.124467045436095,NA,42.13,14.25,NA,Decapoda,Palaemonidae,pugio,Invertebrate,Amphidromous,Diadromous,NA
P.pugio,Transient,Palaemonetes,PD,2020-05-15,NA,2,-27.55480318748165,7.320173227814087,NA,44.62,15.01,NA,Decapoda,Palaemonidae,pugio,Invertebrate,Amphidromous,Diadromous,NA
P.pugio,Transient,Palaemonetes,PD,2020-05-15,NA,3,-28.014415751637294,7.064857875419649,NA,43.97,14.43,NA,Decapoda,Palaemonidae,pugio,Invertebrate,Amphidromous,Diadromous,NA
P.clarkii,Resident,Procambarus,PL,2020-09-15,NA,1,-22.67,11.4,NA,33.69,9.55,NA,Decapoda,Cambaridae,clarkii,Invertebrate,Freshwater,Freshwater,NA
P.clarkii,Resident,Procambarus,PL,2020-09-15,NA,2,-22.81,11.84,NA,39.14,11.4,NA,Decapoda,Cambaridae,clarkii,Invertebrate,Freshwater,Freshwater,NA
P.clarkii,Resident,Procambarus,PL,2020-09-15,NA,3,-22.34,11.21,NA,39.97,12.07,NA,Decapoda,Cambaridae,clarkii,Invertebrate,Freshwater,Freshwater,NA
P.clarkii,Resident,Procambarus,PL,2020-09-15,NA,4,-21.75,11.25,NA,37.83,11.06,NA,Decapoda,Cambaridae,clarkii,Invertebrate,Freshwater,Freshwater,NA
P.clarkii,Resident,Procambarus,PL,2020-09-15,NA,1,-25.29,9.8,NA,42.08,12.68,NA,Decapoda,Cambaridae,clarkii,Invertebrate,Freshwater,Freshwater,NA
P.clarkii,Resident,Procambarus,AR,2020-09-15,NA,1,-25.9,14.15,NA,42.57,13.63,NA,Decapoda,Cambaridae,clarkii,Invertebrate,Freshwater,Freshwater,NA
P.clarkii,Resident,Procambarus,TR,2020-09-15,NA,1,-23.02,12.23,NA,44.22,13.59,NA,Decapoda,Cambaridae,clarkii,Invertebrate,Freshwater,Freshwater,NA
