pass1,pass2,pass3,site_code,collection_date,genus,species,common_name,order,family,lowest_taxon,guild,transient_type,transient,is_diadromous
1,0,0,TR,2018-07-02,Fundulus,grandis,Gulf killifish,Cyprinodontiformes,Fundulidae,F. grandis,Fish,Euryhaline,Transient,Euryhaline
1,0,0,TR,2018-07-02,Herichthys,cyanoguttatus,Rio Grande Cichlid,Cichliformes,Cichlidae,H. cyanoguttatus,Fish,Freshwater,Freshwater,Freshwater
1,0,0,TR,2018-07-02,Lepomis,cyanellus,Green sunfish,Centrarchiformes,Centrarchidae,L. cyanellus,Fish,Freshwater,Freshwater,Freshwater
1,0,0,TR,2018-07-02,Lepomis,macrochirus,Bluegill sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
1,1,0,TR,2018-07-02,Micropterus,salmoides,Large mouth bass,Centrarchiformes,Centrarchidae,M. salmoides,Fish,Freshwater,Freshwater,Freshwater
16,43,65,TR,2018-07-02,Poecilia,latipinna,Sailfin molly,Cyprinodontiformes,Poeciliidae,P. latipinna,Fish,Euryhaline,Transient,Euryhaline
1,0,0,EM,2018-07-09,Ameiurus,natalis,Yellow bullhead catfish,Siluriformes,Ictaluridae,A. natalis,Fish,Freshwater,Freshwater,Freshwater
1,0,0,EM,2018-07-09,Cyprinella,lutrensis,Red shiner,Cypriniformes,Leuciscidae,C. lutrensis,Fish,Freshwater,Freshwater,Freshwater
1,0,0,EM,2018-07-09,Lepisosteus,oculatus,Spotted gar,Lepisosteiformes,Lepisosteidae,L. oculatus,Fish,Freshwater,Freshwater,Freshwater
3,1,0,EM,2018-07-09,Lepomis,macrochirus,Longear,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
0,1,0,EM,2018-07-09,Notropis,texanus,Weed shiner,Cypriniformes,Leuciscidae,N. texanus,Fish,Freshwater,Freshwater,Freshwater
29,9,6,EM,2018-07-09,Palaemonetes,pugio,Grass shrimp,Decapoda,Palaemonidae,P. pugio,Invertebrate,Freshwater,Freshwater,Freshwater
0,1,0,EM,2018-07-09,Pimephales,vigilax,Bullhead minnow,Cypriniformes,Leuciscidae,P. vigilax,Fish,Freshwater,Freshwater,Freshwater
1,NA,NA,GC,2018-07-09,Lepomis,megalotis,Longear/Bluegill sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
2,NA,NA,GC,2018-07-09,Gambusia,affinis,Western Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
3,NA,NA,GC,2018-07-09,Lepomis,macrochirus,Longear sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
3,NA,NA,GC,2018-07-09,Lepomis,macrochirus,Bluegill sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
1,0,1,GC,2018-07-28,Lepomis,gulosus,Warmouth,Centrarchiformes,Centrarchidae,L. gulosus,Fish,Freshwater,Freshwater,Freshwater
0,0,2,GC,2018-07-28,Procambarus,clarkii,Crayfish,Decapoda,Cambaridae,P. clarkii,Invertebrate,Freshwater,Freshwater,Freshwater
11,9,11,GC,2018-07-28,Gambusia,affinis,Western Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
2,0,1,GC,2018-07-28,Lepomis,cyanellus,Green sunfish,Centrarchiformes,Centrarchidae,L. cyanellus,Fish,Freshwater,Freshwater,Freshwater
3,3,1,GC,2018-07-28,Lepomis,humilis,Orangespotted sunfish,Centrarchiformes,Centrarchidae,L. humilis,Fish,Freshwater,Freshwater,Freshwater
0,4,0,GC,2018-07-28,Lepomis,macrochirus,Bluegill sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
11,2,1,GC,2018-07-28,Lepomis,megalotis,Longear sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
1,3,0,GC,2018-07-28,Lepomis,microlophus,Red-eared sunfish,Centrarchiformes,Centrarchidae,L. microlophus,Fish,Freshwater,Freshwater,Freshwater
0,0,1,GC,2018-07-28,Lepomis,miniatus,Redspotted sunfish,Centrarchiformes,Centrarchidae,L. miniatus,Fish,Freshwater,Freshwater,Freshwater
1,3,1,GC,2018-07-28,Micropterus,salmoides,Large mouth bass,Centrarchiformes,Centrarchidae,M. salmoides,Fish,Freshwater,Freshwater,Freshwater
6,1,2,GC,2018-07-28,Notropis,texanus,Weed shiner,Cypriniformes,Leuciscidae,N. texanus,Fish,Freshwater,Freshwater,Freshwater
2,4,1,GC,2018-07-28,Noturus,gyrinus,Madtom catfish,Siluriformes,Ictaluridae,N. gyrinus,Fish,Freshwater,Freshwater,Freshwater
8,27,6,GC,2018-07-28,Palaemonetes,pugio,Grass shrimp,Decapoda,Palaemonidae,P. pugio,Invertebrate,Freshwater,Freshwater,Freshwater
1,0,0,PL,2018-07-28,Ameiurus,natalis,Yellow bullhead catfish,Siluriformes,Ictaluridae,A. natalis,Fish,Freshwater,Freshwater,Freshwater
3,2,1,PL,2018-07-28,Cyprinella,lutrensis,Red shiner,Cypriniformes,Leuciscidae,C. lutrensis,Fish,Freshwater,Freshwater,Freshwater
13,12,4,PL,2018-07-28,Gambusia,affinis,Western Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
1,0,0,PL,2018-07-28,Ictalurus,punctatus,Channel catfish,Siluriformes,Ictaluridae,I. punctatus,Fish,Freshwater,Freshwater,Freshwater
1,0,0,PL,2018-07-28,Lepomis,macrochirus,Bluegill sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
6,0,0,PL,2018-07-28,Lepomis,megalotis,Longear sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
20,1,1,PL,2018-07-28,Macrobrachium,ohione,Macrobrachium,Decapoda,Palaemonidae,M. ohione,Invertebrate,Amphidromous,Transient,Diadromous
6,0,0,PL,2018-07-28,Noturus,gyrinus,Madtom catfish,Siluriformes,Ictaluridae,N. gyrinus,Fish,Freshwater,Freshwater,Freshwater
1,0,0,PL,2018-07-28,Palaemonetes,pugio,Grass shrimp,Decapoda,Palaemonidae,P. pugio,Invertebrate,Freshwater,Freshwater,Freshwater
2,2,0,PL,2018-07-28,Poecilia,latipinna,Sailfin molly,Cyprinodontiformes,Poeciliidae,P. latipinna,Fish,Euryhaline,Transient,Euryhaline
3,NA,NA,MR,2018-07-30,Ameiurus,natalis,Yellow bullhead catfish,Siluriformes,Ictaluridae,A. natalis,Fish,Freshwater,Freshwater,Freshwater
7,NA,NA,MR,2018-07-30,Anchoa,mitchilli,Bay anchovy,Clupeiformes,Engraulidae,A. mitchilli,Fish,Anadromous,Transient,Diadromous
17,NA,NA,MR,2018-07-30,Gambusia,affinis,Western Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
156,NA,NA,MR,2018-07-30,Palaemonetes,pugio,Grass shrimp,Decapoda,Palaemonidae,P. pugio,Invertebrate,Freshwater,Freshwater,Freshwater
6,NA,NA,MR,2018-07-30,Poecilia,latipinna,Sailfin molly,Cyprinodontiformes,Poeciliidae,P. latipinna,Fish,Euryhaline,Transient,Euryhaline
1,NA,NA,AR,2018-08-08,Lepomis,gulosus,Warmouth sunfish,Centrarchiformes,Centrarchidae,L. gulosus,Fish,Freshwater,Freshwater,Freshwater
1,NA,NA,AR,2018-08-08,Lepomis,cyanellus,Green sunfish,Centrarchiformes,Centrarchidae,L. cyanellus,Fish,Freshwater,Freshwater,Freshwater
2,NA,NA,AR,2018-08-08,Lepomis,megalotis,Longear sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
1,NA,NA,AR,2018-08-08,Micropterus,salmoides,Large mouth bass,Centrarchiformes,Centrarchidae,M. salmoides,Fish,Freshwater,Freshwater,Freshwater
2,1,0,PD,2018-08-08,Lepomis,gulosus,Warmouth,Centrarchiformes,Centrarchidae,L. gulosus,Fish,Freshwater,Freshwater,Freshwater
1,0,0,PD,2018-08-08,Procambarus,clarkii,Crayfish,Decapoda,Cambaridae,P. clarkii,Invertebrate,Freshwater,Freshwater,Freshwater
2,2,0,PD,2018-08-08,Lepomis,auritus,Juvi. Sunfish,Centrarchiformes,Centrarchidae,L. auritus,Fish,Freshwater,Freshwater,Freshwater
0,0,1,PD,2018-08-08,Cyprinus,carpio,Uni. Carp,Cyprinodontiformes,Cyprinidae,C. carpio,Fish,Freshwater,Freshwater,Freshwater
2,0,1,PD,2018-08-08,Ameiurus,melas,Black bullhead catfish,Siluriformes,Ictaluridae,A. melas,Fish,Freshwater,Freshwater,Freshwater
1,0,0,PD,2018-08-08,Ameiurus,natalis,Yellow bullhead catfish,Siluriformes,Ictaluridae,A. natalis,Fish,Freshwater,Freshwater,Freshwater
4,2,1,PD,2018-08-08,Fundulus,chrysotus,Golden topminnow,Cyprinodontiformes,Fundulidae,F. chrysotus,Fish,Freshwater,Freshwater,Freshwater
3,3,4,PD,2018-08-08,Fundulus,notatus,Blackstripe topminnow,Cyprinodontiformes,Fundulidae,F. notatus,Fish,Freshwater,Freshwater,Freshwater
4,13,3,PD,2018-08-08,Gambusia,affinis,Western Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
4,0,2,PD,2018-08-08,Herichthys,cyanoguttatus,Rio Grande Cichlid,Cichliformes,Cichlidae,H. cyanoguttatus,Fish,Freshwater,Freshwater,Freshwater
1,0,0,PD,2018-08-08,Lepisosteus,oculatus,Spotted gar,Lepisosteiformes,Lepisosteidae,L. oculatus,Fish,Freshwater,Freshwater,Freshwater
10,1,3,PD,2018-08-08,Lepomis,auritus,Redbreasted Sunfish,Centrarchiformes,Centrarchidae,L. auritus,Fish,Freshwater,Freshwater,Freshwater
0,1,1,PD,2018-08-08,Lepomis,cyanellus,Green sunfish,Centrarchiformes,Centrarchidae,L. cyanellus,Fish,Freshwater,Freshwater,Freshwater
5,1,4,PD,2018-08-08,Lepomis,macrochirus,Bluegill sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
1,0,0,PD,2018-08-08,Lepomis,megalotis,Longear sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
2,2,5,PD,2018-08-08,Micropterus,salmoides,Large mouth bass,Centrarchiformes,Centrarchidae,M. salmoides,Fish,Freshwater,Freshwater,Freshwater
5,8,3,PD,2018-08-08,Palaemonetes,pugio,Grass shrimp,Decapoda,Palaemonidae,P. pugio,Invertebrate,Freshwater,Freshwater,Freshwater
4,1,0,PD,2018-08-08,Poecilia,latipinna,Sailfin molly,Cyprinodontiformes,Poeciliidae,P. latipinna,Fish,Euryhaline,Transient,Euryhaline
1,1,NA,PD,2018-08-31,Lepomis,gulosus,Warmouth sunfish,Centrarchiformes,Centrarchidae,L. gulosus,Fish,Freshwater,Freshwater,Freshwater
1,0,NA,PD,2018-08-31,Ameiurus,natalis,Yellow bullhead catfish,Siluriformes,Ictaluridae,A. natalis,Fish,Freshwater,Freshwater,Freshwater
3,1,NA,PD,2018-08-31,Fundulus,chrysotus,Golden topminnow,Cyprinodontiformes,Fundulidae,F. chrysotus,Fish,Freshwater,Freshwater,Freshwater
4,3,NA,PD,2018-08-31,Fundulus,notatus,Blackstripe topminnow,Cyprinodontiformes,Fundulidae,F. notatus,Fish,Freshwater,Freshwater,Freshwater
4,7,NA,PD,2018-08-31,Gambusia,affinis,Western Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
6,6,NA,PD,2018-08-31,Herichthys,cyanoguttatus,Rio Grande Cichlid,Cichliformes,Cichlidae,H. cyanoguttatus,Fish,Freshwater,Freshwater,Freshwater
12,12,NA,PD,2018-08-31,Lepomis,auritus,Redbreasted Sunfish,Centrarchiformes,Centrarchidae,L. auritus,Fish,Freshwater,Freshwater,Freshwater
1,3,NA,PD,2018-08-31,Lepomis,cyanellus,Green sunfish,Centrarchiformes,Centrarchidae,L. cyanellus,Fish,Freshwater,Freshwater,Freshwater
7,5,NA,PD,2018-08-31,Lepomis,macrochirus,Bluegill sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
0,1,NA,PD,2018-08-31,Lepomis,megalotis,Longear sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
2,2,NA,PD,2018-08-31,Micropterus,salmoides,Large mouth bass,Centrarchiformes,Centrarchidae,M. salmoides,Fish,Freshwater,Freshwater,Freshwater
0,3,NA,PD,2018-08-31,Palaemonetes,pugio,Grass shrimp,Decapoda,Palaemonidae,P. pugio,Invertebrate,Freshwater,Freshwater,Freshwater
0,2,NA,PD,2018-08-31,Poecilia,latipinna,Sailfin molly,Cyprinodontiformes,Poeciliidae,P. latipinna,Fish,Euryhaline,Transient,Euryhaline
2,NA,NA,TR,2018-08-31,Cyprinodon,variegatus,Sheepshead Minnow,Cyprinodontiformes,Cyprinodontidae,C. variegatus,Fish,Euryhaline,Transient,Euryhaline
2,NA,NA,TR,2018-08-31,Gambusia,affinis,Western Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
24,NA,NA,TR,2018-08-31,Poecilia,latipinna,Sailfin molly,Cyprinodontiformes,Poeciliidae,P. latipinna,Fish,Euryhaline,Transient,Euryhaline
1,NA,NA,TR,2018-08-31,Minuca,longisignalis,Fiddler crab,Decapoda,Ocypodidae,M. longisignalis,Invertebrate,Freshwater,Freshwater,Freshwater
1,0,0,EM,2018-09-01,Lepomis,megalotis,Juvenile sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
1,0,0,EM,2018-09-01,Dorosoma,cepedianum,Gizzard shad,Clupeiformes,Clupeidae,D. cepedianum,Fish,Freshwater,Freshwater,Freshwater
11,5,0,EM,2018-09-01,Gambusia,affinis,Western Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
1,0,0,EM,2018-09-01,Ictalurus,punctatus,Channel catfish,Siluriformes,Ictaluridae,I. punctatus,Fish,Freshwater,Freshwater,Freshwater
2,2,0,EM,2018-09-01,Lepisosteus,oculatus,Spotted gar,Lepisosteiformes,Lepisosteidae,L. oculatus,Fish,Freshwater,Freshwater,Freshwater
1,0,0,EM,2018-09-01,Lepomis,auritus,Redbreasted Sunfish,Centrarchiformes,Centrarchidae,L. auritus,Fish,Freshwater,Freshwater,Freshwater
0,1,0,EM,2018-09-01,Lepomis,cyanellus,Green sunfish,Centrarchiformes,Centrarchidae,L. cyanellus,Fish,Freshwater,Freshwater,Freshwater
2,3,0,EM,2018-09-01,Lepomis,macrochirus,Bluegill sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
3,1,0,EM,2018-09-01,Lepomis,megalotis,Longear sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
57,23,1,EM,2018-09-01,Palaemonetes,pugio,Grass shrimp,Decapoda,Palaemonidae,P. pugio,Invertebrate,Freshwater,Freshwater,Freshwater
0,1,0,EM,2018-09-01,Pomoxis,annularis,White crappie,Centrarchiformes,Centrarchidae,P. annularis,Fish,Freshwater,Freshwater,Freshwater
1,1,2,WM,2018-09-01,Lepomis,gulosus,Warmouth sunfish,Centrarchiformes,Centrarchidae,L. gulosus,Fish,Freshwater,Freshwater,Freshwater
3,1,1,WM,2018-09-01,Procambarus,clarkii,Crawfish,Decapoda,Cambaridae,P. clarkii,Invertebrate,Freshwater,Freshwater,Freshwater
1,0,0,WM,2018-09-01,Ameiurus,melas,Black bullhead catfish,Siluriformes,Ictaluridae,A. melas,Fish,Freshwater,Freshwater,Freshwater
5,4,1,WM,2018-09-01,Aphredoderus,sayanus,Pirate perch,Percopsiformes,Aphredoderidae,A. sayanus,Fish,Freshwater,Freshwater,Freshwater
0,0,1,WM,2018-09-01,Cyprinella,lutrensis,Red shiner,Cypriniformes,Leuciscidae,C. lutrensis,Fish,Freshwater,Freshwater,Freshwater
6,0,4,WM,2018-09-01,Gambusia,affinis,Western Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
1,1,0,WM,2018-09-01,Ictalurus,punctatus,Channel catfish,Siluriformes,Ictaluridae,I. punctatus,Fish,Freshwater,Freshwater,Freshwater
0,0,2,WM,2018-09-01,Lepomis,auritus,Redbreasted Sunfish,Centrarchiformes,Centrarchidae,L. auritus,Fish,Freshwater,Freshwater,Freshwater
1,0,0,WM,2018-09-01,Lepomis,cyanellus,Green sunfish,Centrarchiformes,Centrarchidae,L. cyanellus,Fish,Freshwater,Freshwater,Freshwater
3,4,0,WM,2018-09-01,Lepomis,macrochirus,Bluegill sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
19,3,1,WM,2018-09-01,Lepomis,megalotis,Longear sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
1,0,0,WM,2018-09-01,Micropterus,salmoides,Large mouth bass,Centrarchiformes,Centrarchidae,M. salmoides,Fish,Freshwater,Freshwater,Freshwater
1,0,0,WM,2018-09-01,Notropis,texanus,Weed shiner,Cypriniformes,Leuciscidae,N. texanus,Fish,Freshwater,Freshwater,Freshwater
14,4,17,WM,2018-09-01,Palaemonetes,pugio,Grass shrimp,Decapoda,Palaemonidae,P. pugio,Invertebrate,Freshwater,Freshwater,Freshwater
0,1,0,AR,2018-09-11,Lepomis,gulosus,Warmouth sunfish,Centrarchiformes,Centrarchidae,L. gulosus,Fish,Freshwater,Freshwater,Freshwater
0,0,1,AR,2018-09-11,Lepomis,gulosus,Yellow bullhead catfish,Centrarchiformes,Centrarchidae,L. gulosus,Fish,Freshwater,Freshwater,Freshwater
5,5,0,AR,2018-09-11,Cyprinella,lutrensis,Red shiner,Cypriniformes,Leuciscidae,C. lutrensis,Fish,Freshwater,Freshwater,Freshwater
2,1,0,AR,2018-09-11,Gambusia,affinis,Western Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
2,10,1,AR,2018-09-11,Palaemonetes,pugio,Grass shrimp,Decapoda,Palaemonidae,P. pugio,Invertebrate,Freshwater,Freshwater,Freshwater
3,7,0,AR,2018-09-11,Herichthys,cyanoguttatus,Rio Grande Cichlid,Cichliformes,Cichlidae,H. cyanoguttatus,Fish,Freshwater,Freshwater,Freshwater
2,2,1,AR,2018-09-11,Ictalurus,punctatus,Channel catfish,Siluriformes,Ictaluridae,I. punctatus,Fish,Freshwater,Freshwater,Freshwater
0,1,1,AR,2018-09-11,Lepisosteus,oculatus,Spotted gar,Lepisosteiformes,Lepisosteidae,L. oculatus,Fish,Freshwater,Freshwater,Freshwater
0,0,1,AR,2018-09-11,Lepomis,cyanellus,Green sunfish,Centrarchiformes,Centrarchidae,L. cyanellus,Fish,Freshwater,Freshwater,Freshwater
7,15,5,AR,2018-09-11,Lepomis,macrochirus,Bluegill sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
8,12,5,AR,2018-09-11,Lepomis,megalotis,Longear sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
0,0,1,AR,2018-09-11,Micropterus,salmoides,Large mouth bass,Centrarchiformes,Centrarchidae,M. salmoides,Fish,Freshwater,Freshwater,Freshwater
1,0,0,SF,2018-09-18,Lepomis,gulosus,Warmouth sunfish,Centrarchiformes,Centrarchidae,L. gulosus,Fish,Freshwater,Freshwater,Freshwater
1,5,0,SF,2018-09-18,Lepomis,macrochirus,Juvenile sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
1,0,0,SF,2018-09-18,Astyanax,mexicanus,Mexican tetra,Characiformes,Characidae,A. mexicanus,Fish,Freshwater,Freshwater,Freshwater
0,1,0,SF,2018-09-18,Cyprinella,lutrensis,Red shiner,Cypriniformes,Leuciscidae,C. lutrensis,Fish,Freshwater,Freshwater,Freshwater
3,12,9,SF,2018-09-18,Gambusia,affinis,Western Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
5,11,0,SF,2018-09-18,Palaemonetes,pugio,Grass shrimp,Decapoda,Palaemonidae,P. pugio,Invertebrate,Freshwater,Freshwater,Freshwater
0,1,0,SF,2018-09-18,Poecilia,latipinna,Sailfin molly,Cyprinodontiformes,Poeciliidae,P. latipinna,Fish,Euryhaline,Transient,Euryhaline
6,1,0,PL,2018-09-25,Cyprinella,lutrensis,Red shiner,Cypriniformes,Leuciscidae,C. lutrensis,Fish,Freshwater,Freshwater,Freshwater
8,3,0,PL,2018-09-25,Gambusia,affinis,Western Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
0,1,0,PL,2018-09-25,Ictalurus,punctatus,Channel catfish,Siluriformes,Ictaluridae,I. punctatus,Fish,Freshwater,Freshwater,Freshwater
2,0,0,PL,2018-09-25,Lepomis,cyanellus,Green sunfish,Centrarchiformes,Centrarchidae,L. cyanellus,Fish,Freshwater,Freshwater,Freshwater
3,0,1,PL,2018-09-25,Lepomis,macrochirus,Bluegill sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
6,3,0,PL,2018-09-25,Lepomis,megalotis,Longear sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
19,1,0,PL,2018-09-25,Macrobrachium,ohione,Macrobrachium,Decapoda,Palaemonidae,M. ohione,Invertebrate,Amphidromous,Transient,Diadromous
1,3,0,PL,2018-09-25,Palaemonetes,pugio,Grass shrimp,Decapoda,Palaemonidae,P. pugio,Invertebrate,Freshwater,Freshwater,Freshwater
2,0,0,PL,2018-09-25,Trinectes,maculatus,Hogchoker,Pleuronectiformes,Achiridae,T. maculatus,Fish,Freshwater,Freshwater,Freshwater
8,12,4,GC,2018-11-15,Lepomis,macrochirus,Bluegill,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
13,9,6,GC,2018-11-15,Gambusia,affinis,Western Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
7,7,1,GC,2018-11-15,Procambarus,clarkii,Crayfish,Decapoda,Cambaridae,P. clarkii,Invertebrate,Freshwater,Freshwater,Freshwater
24,3,1,GC,2018-11-15,Lepomis,megalotis,Longear sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
4,3,3,GC,2018-11-15,Lepomis,miniatus,Redspotted sunfish,Centrarchiformes,Centrarchidae,L. miniatus,Fish,Freshwater,Freshwater,Freshwater
1,0,2,GC,2018-11-15,Ictalurus,punctatus,Spotted bass,Siluriformes,Ictaluridae,I. punctatus,Fish,Freshwater,Freshwater,Freshwater
0,1,0,GC,2018-11-15,Lepomis,gulosus,Warmouth sunfish,Centrarchiformes,Centrarchidae,L. gulosus,Fish,Freshwater,Freshwater,Freshwater
0,1,0,GC,2018-11-15,Etheostoma,gracile,Slough darter,Perciformes,Pecidae,E. gracile,Fish,Freshwater,Freshwater,Freshwater
0,0,1,GC,2018-11-15,Fundulus,chrysotus,Golden top minnow,Cyprinodontiformes,Fundulidae,F. chrysotus,Fish,Freshwater,Freshwater,Freshwater
48,41,30,GC,2018-11-15,Palaemonetes,pugio,Grass shrimp,Decapoda,Palaemonidae,P. pugio,Invertebrate,Freshwater,Freshwater,Freshwater
1,0,0,EM,2019-03-09,Pomoxis,nigromaculatus,Black Crappie,Centrarchiformes,Centrarchidae,P. nigromaculatus,Fish,Freshwater,Freshwater,Freshwater
10,8,3,EM,2019-03-09,Lepomis,megalotis,Long Ear Sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
4,3,1,EM,2019-03-09,Lepomis,macrochirus,Bluegill Sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
8,1,1,EM,2019-03-09,Gambusia,affinis,Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
3,1,0,EM,2019-03-09,Lepomis,gulosus,Warmouth Sunfish,Centrarchiformes,Centrarchidae,L. gulosus,Fish,Freshwater,Freshwater,Freshwater
2,2,0,EM,2019-03-09,Procambarus,clarkii,Crayfish,Decapoda,Cambaridae,P. clarkii,Invertebrate,Freshwater,Freshwater,Freshwater
NA,NA,NA,EM,2019-03-09,Cyprinella,lutrensis,Red Shiner****,Cypriniformes,Leuciscidae,C. lutrensis,Fish,Freshwater,Freshwater,Freshwater
0,3,1,EM,2019-03-09,Noturus,gyrinus,Tadpole Madtom Catfish,Siluriformes,Ictaluridae,N. gyrinus,Fish,Freshwater,Freshwater,Freshwater
NA,NA,NA,EM,2019-03-09,Lepisosteus,oculatus,Spotted Gar,Lepisosteiformes,Lepisosteidae,L. oculatus,Fish,Freshwater,Freshwater,Freshwater
NA,NA,NA,EM,2019-03-09,Pomoxis,annularis,White Crappie,Centrarchiformes,Centrarchidae,P. annularis,Fish,Freshwater,Freshwater,Freshwater
87,62,12,EM,2019-03-09,Palaemonetes,pugio,Grass shrimp,Decapoda,Palaemonidae,P. pugio,Invertebrate,Freshwater,Freshwater,Freshwater
1,7,5,WM,2019-03-09,Cyprinella,venusta,Black Tail Shiner,Cypriniformes,Leuciscidae,C. venusta,Fish,Freshwater,Freshwater,Freshwater
5,8,1,WM,2019-03-09,Pimephales,vigilax,Bullhead Minnow,Cypriniformes,Leuciscidae,P. vigilax,Fish,Freshwater,Freshwater,Freshwater
1,0,0,WM,2019-03-09,Lepomis,gulosus,Warmouth Sunfish,Centrarchiformes,Centrarchidae,L. gulosus,Fish,Freshwater,Freshwater,Freshwater
21,0,0,WM,2019-03-09,Gambusia,affinis,Mosquitofish,Cyprinodontiformes,Poeciliidae,G. affinis,Fish,Freshwater,Freshwater,Freshwater
1,1,1,WM,2019-03-09,Procambarus,clarkii,Crayfish,Decapoda,Cambaridae,P. clarkii,Invertebrate,Freshwater,Freshwater,Freshwater
1,0,0,WM,2019-03-09,Ictalurus,punctatus,Channel Catfish,Siluriformes,Ictaluridae,I. punctatus,Fish,Freshwater,Freshwater,Freshwater
1,0,0,WM,2019-03-09,Lepomis,megalotis,Juvenile sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
2,0,0,WM,2019-03-09,Lepomis,macrochirus,Bluegill Sunfish,Centrarchiformes,Centrarchidae,L. macrochirus,Fish,Freshwater,Freshwater,Freshwater
2,4,0,WM,2019-03-09,Lepomis,megalotis,Long Ear Sunfish,Centrarchiformes,Centrarchidae,L. megalotis,Fish,Freshwater,Freshwater,Freshwater
1,0,0,WM,2019-03-09,Noturus,gyrinus,Tadpole Madtom Catfish,Siluriformes,Ictaluridae,N. gyrinus,Fish,Freshwater,Freshwater,Freshwater
0,3,0,WM,2019-03-09,Cyprinella,lutrensis,Red Shiner,Cypriniformes,Leuciscidae,C. lutrensis,Fish,Freshwater,Freshwater,Freshwater
